Provider.ID,Hospital.Name,Address,City,State,ZIP.Code,County.Name,Phone.Number,Location,Number.of.Completed.Surveys,Survey.Response.Rate.Percent,Measure.Start.Date,Measure.End.Date,H_CLEAN_HSP_A_P,H_CLEAN_HSP_SN_P,H_CLEAN_HSP_U_P,H_COMP_1_A_P,H_COMP_1_SN_P,H_COMP_1_U_P,H_COMP_2_A_P,H_COMP_2_SN_P,H_COMP_2_U_P,H_COMP_3_A_P,H_COMP_3_SN_P,H_COMP_3_U_P,H_COMP_5_A_P,H_COMP_5_SN_P,H_COMP_5_U_P,H_COMP_6_N_P,H_COMP_6_Y_P,H_COMP_7_A,H_COMP_7_D_SD,H_COMP_7_SA,H_HSP_RATING_0_6,H_HSP_RATING_7_8,H_HSP_RATING_9_10,H_QUIET_HSP_A_P,H_QUIET_HSP_SN_P,H_QUIET_HSP_U_P,H_RECMND_DN,H_RECMND_DY,H_RECMND_PY,H_CLEAN_LINEAR_SCORE,H_COMP_1_LINEAR_SCORE,H_COMP_2_LINEAR_SCORE,H_COMP_3_LINEAR_SCORE,H_COMP_5_LINEAR_SCORE,H_COMP_6_LINEAR_SCORE,H_COMP_7_LINEAR_SCORE,H_HSP_RATING_LINEAR_SCORE,H_QUIET_LINEAR_SCORE,H_RECMND_LINEAR_SCORE,H_CLEAN_STAR_RATING,H_COMP_1_STAR_RATING,H_COMP_2_STAR_RATING,H_COMP_3_STAR_RATING,H_COMP_5_STAR_RATING,H_COMP_6_STAR_RATING,H_COMP_7_STAR_RATING,H_HSP_RATING_STAR_RATING,H_QUIET_STAR_RATING,H_RECMND_STAR_RATING,H_STAR_RATING,RCMND
140240,WESTLAKE COMMUNITY HOSPITAL,1225 LAKE ST,MELROSE PARK,IL,60160,COOK,7089384000,"1225 LAKE ST
MELROSE PARK, IL
(41.891794, -87.848963)",529,25,10/1/2016,9/30/2017,67,12,21,77,6,17,77,6,17,61,12,27,64,18,18,15,85,56,8,36,9,24,67,53,15,32,7,64,29,84,90,90,83,79,85,75,87,79,84,2,3,3,2,3,3,1,3,2,2,2,NO
140118,METROSOUTH MEDICAL CENTER,12935 S GREGORY,BLUE ISLAND,IL,60406,COOK,7085972000,"12935 S GREGORY
BLUE ISLAND, IL",567,22,10/1/2016,9/30/2017,70,14,16,77,8,15,78,7,15,61,16,23,61,21,18,14,86,44,9,47,11,27,62,63,14,23,8,64,28,84,89,90,81,76,86,78,85,82,84,2,2,3,2,2,3,2,2,3,2,2,NO
390164,UPMC PRESBYTERIAN SHADYSIDE,200 LOTHROP STREET,PITTSBURGH,PA,15213,ALLEGHENY,4126478788,"200 LOTHROP STREET
PITTSBURGH, PA
(40.441824, -79.960769)",5029,31,10/1/2016,9/30/2017,62,13,25,80,4,16,81,4,15,61,10,29,62,19,19,11,89,42,4,54,7,22,71,48,16,36,4,74,22,82,92,92,83,78,89,82,89,76,90,2,4,3,2,3,4,3,3,1,4,3,YES
520075,ST VINCENT HOSPITAL,835 S VAN BUREN ST,GREEN BAY,WI,54301,BROWN,9204330111,"835 S VAN BUREN ST
GREEN BAY, WI
(44.501039, -88.013175)",1645,35,10/1/2016,9/30/2017,82,5,13,82,3,15,81,4,15,66,6,28,64,17,19,11,89,41,4,55,5,18,77,67,5,28,3,76,21,92,93,92,86,79,89,83,91,87,91,4,4,3,3,3,4,4,4,4,4,4,YES
390160,CANONSBURG GENERAL HOSPITAL,100 MEDICAL BOULEVARD,CANONSBURG,PA,15317,WASHINGTON,7248735892,"100 MEDICAL BOULEVARD
CANONSBURG, PA
(40.248477, -80.190434)",362,32,10/1/2016,9/30/2017,72,7,21,81,3,16,83,3,14,72,6,22,65,17,18,16,84,42,3,55,6,24,70,46,15,39,5,74,21,88,93,93,88,79,84,84,88,76,89,3,4,4,4,3,2,4,3,1,3,3,YES
520194,ORTHOPAEDIC HOSPITAL OF WISCONSIN,475 W RIVER WOODS PKWY,GLENDALE,WI,53212,MILWAUKEE,4149616800,"475 W RIVER WOODS PKWY
GLENDALE, WI
(43.09827, -87.913579)",715,60,10/1/2016,9/30/2017,87,4,9,93,1,6,93,2,5,87,3,10,79,9,12,6,94,26,2,72,2,4,94,83,2,15,1,94,5,94,97,97,95,88,94,90,97,93,97,5,5,5,5,5,5,5,5,5,5,5,YES
140145,ST JOSEPHS HOSPITAL,9515 HOLY CROSS LN,BREESE,IL,62230,CLINTON,6185264511,"9515 HOLY CROSS LN
BREESE, IL
(38.625153, -89.524944)",320,35,10/1/2016,9/30/2017,87,1,12,91,2,7,88,3,9,82,5,13,75,9,16,7,93,33,3,64,4,11,85,76,5,19,2,84,14,95,96,94,92,87,93,86,94,90,94,5,5,4,5,5,5,4,5,4,5,5,YES
140147,RICHLAND MEMORIAL HOSPITAL,800 EAST LOCUST,OLNEY,IL,62450,RICHLAND,6183952131,"800 EAST LOCUST
OLNEY, IL
(38.735021, -88.077125)",290,27,10/1/2016,9/30/2017,81,3,16,81,2,17,79,1,20,66,8,26,64,15,21,8,92,40,3,57,6,18,76,65,4,31,4,73,23,93,93,93,86,81,92,85,91,87,89,4,4,4,3,4,5,4,4,4,3,4,YES
141345,SALEM TOWNSHIP HOSPITAL,1201 RICKER DRIVE,SALEM,IL,62881,MARION,6185483194,"1201 RICKER DRIVE
SALEM, IL
(38.64083, -88.948337)",138,42,10/1/2016,9/30/2017,89,3,8,85,3,12,79,2,19,86,1,13,73,14,13,8,92,31,4,65,6,12,82,69,4,27,4,79,17,96,94,92,95,85,92,87,92,88,91,5,4,3,5,4,5,5,4,4,4,4,YES
390198,MILLCREEK COMMUNITY HOSPITAL,5515 PEACH STREET,ERIE,PA,16509,ERIE,8148644031,"5515 PEACH STREET
ERIE, PA
(42.074141, -80.093735)",222,24,10/1/2016,9/30/2017,61,17,22,75,9,16,83,5,12,68,9,23,61,20,19,14,86,40,7,53,13,17,70,53,15,32,9,70,21,81,88,92,86,76,86,81,86,78,86,1,2,3,3,2,3,3,2,2,3,3,NO
390179,CHESTER COUNTY HOSPITAL,701 EAST MARSHALL STREET,WEST CHESTER,PA,19380,CHESTER,6104315000,"701 EAST MARSHALL STREET
WEST CHESTER, PA
(39.97186, -75.600924)",729,29,10/1/2016,9/30/2017,79,6,15,85,2,13,82,3,15,74,7,19,66,16,18,12,88,39,4,57,4,17,79,66,6,28,2,82,16,91,94,93,89,80,88,84,92,86,93,4,4,4,4,3,3,4,4,4,4,4,YES
390183,ST LUKE'S MINERS MEMORIAL HOSPITAL,360 W RUDDLE STREET,COALDALE,PA,18218,SCHUYLKILL,5706452131,"360 W RUDDLE STREET
COALDALE, PA
(40.821619, -75.914152)",379,29,10/1/2016,9/30/2017,86,4,10,85,3,12,88,2,10,72,7,21,66,20,14,10,90,43,3,54,6,16,78,56,10,34,4,78,18,94,94,95,88,78,90,83,90,81,91,5,4,5,4,3,4,4,4,3,4,4,YES
390194,BLUE MOUNTAIN HOSPITAL-GNADEN HUETTEN CAMPUS,211 NORTH 12TH STREET,LEHIGHTON,PA,18235,CARBON,6073771300,"211 NORTH 12TH STREET
LEHIGHTON, PA
(40.832535, -75.726801)",474,24,10/1/2016,9/30/2017,77,8,15,77,5,18,77,6,17,61,9,30,55,23,22,12,88,51,6,43,15,30,55,51,12,37,10,47,43,89,91,90,83,73,88,78,82,79,78,3,3,3,2,2,3,2,1,2,1,2,NO
390192,TYLER MEMORIAL HOSPITAL,5950 STATE ROUTE 6 WEST,TUNKHANNOCK,PA,18657,WYOMING,5708362161,"5950 STATE ROUTE 6 WEST
TUNKHANNOCK, PA
(41.576651, -75.969825)",94,31,10/1/2016,9/30/2017,78,5,17,75,4,21,79,5,16,84,3,13,68,13,19,10,90,41,7,52,9,18,73,46,14,40,4,61,35,87,91,91,85,79,87,81,88,82,88,3,3,3,3,3,3,3,3,3,3,3,YES
390178,UPMC HORIZON,110 NORTH MAIN STREET,GREENVILLE,PA,16125,MERCER,7245882100,"110 NORTH MAIN STREET
GREENVILLE, PA
(41.411126, -80.372201)",675,31,10/1/2016,9/30/2017,68,10,22,73,5,22,75,5,20,59,12,29,56,20,24,10,90,49,6,45,14,25,61,49,16,35,8,58,34,85,89,90,82,74,90,79,85,76,83,2,2,3,2,2,4,2,2,1,2,2,NO
140150,UNIVERSITY OF ILLINOIS HOSPITAL,1740 WEST TAYLOR ST SUITE 1400,CHICAGO,IL,60612,COOK,3129963900,"1740 WEST TAYLOR ST SUITE 1400
CHICAGO, IL
(41.869224, -87.670529)",446,9,10/1/2016,9/30/2017,63,14,23,73,6,21,76,6,18,59,13,28,60,22,18,16,84,44,7,49,9,30,61,57,13,30,7,65,28,82,89,89,82,75,84,79,86,80,85,2,2,2,2,2,2,2,2,2,2,2,NO
390185,LEHIGH VALLEY HOSPITAL - HAZLETON,700 EAST BROAD STREET,HAZLETON,PA,18201,LUZERNE,5705014000,"700 EAST BROAD STREET
HAZLETON, PA
(40.950464, -75.963454)",327,22,10/1/2016,9/30/2017,74,6,20,79,5,16,81,5,14,70,8,22,58,19,23,13,87,46,6,48,11,32,57,48,14,38,8,51,41,89,91,91,87,77,87,80,84,77,80,3,3,3,4,3,3,3,2,2,2,3,NO
390174,THOMAS JEFFERSON UNIVERSITY HOSPITAL,111 SOUTH 11TH STREET,PHILADELPHIA,PA,19107,PHILADELPHIA,2159556000,"111 SOUTH 11TH STREET
PHILADELPHIA, PA
(39.949646, -75.158761)",4515,23,10/1/2016,9/30/2017,67,11,22,83,3,14,81,4,15,73,7,20,65,17,18,13,87,42,5,53,7,20,73,51,15,34,4,75,21,84,93,92,89,80,87,82,90,78,90,2,4,3,4,3,3,3,4,2,4,3,YES
390203,DOYLESTOWN HOSPITAL,595 WEST STATE ST,DOYLESTOWN,PA,18901,BUCKS,2153452200,"595 WEST STATE ST
DOYLESTOWN, PA
(40.302543, -75.149449)",920,36,10/1/2016,9/30/2017,75,6,19,85,2,13,79,4,17,75,5,20,64,16,20,10,90,40,3,57,4,14,82,51,13,36,2,84,14,89,94,91,89,80,90,84,93,78,94,3,4,3,4,3,4,4,5,2,5,4,YES
390211,SHARON REGIONAL HEALTH SYSTEM,740 EAST STATE STREET,SHARON,PA,16146,MERCER,7249833800,"740 EAST STATE STREET
SHARON, PA
(41.233009, -80.495487)",1071,25,10/1/2016,9/30/2017,62,14,24,73,8,19,75,7,18,56,16,28,55,23,22,14,86,49,8,43,16,26,58,51,16,33,11,56,33,82,88,89,79,73,86,78,83,77,81,2,2,2,2,2,3,2,2,2,2,2,NO
390204,NAZARETH HOSPITAL,2601 HOLME AVE,PHILADELPHIA,PA,19152,PHILADELPHIA,2153356000,"2601 HOLME AVE
PHILADELPHIA, PA
(40.058529, -75.043387)",669,18,10/1/2016,9/30/2017,75,8,17,77,5,18,75,6,19,60,12,28,59,22,19,12,88,45,6,49,11,27,62,51,15,34,7,63,30,89,90,89,82,75,88,80,85,78,84,3,3,2,2,2,3,3,2,2,2,2,NO
390197,SACRED HEART HOSPITAL,421 CHEW STREET,ALLENTOWN,PA,18102,LEHIGH,6107764900,"421 CHEW STREET
ALLENTOWN, PA
(40.607987, -75.468045)",363,17,10/1/2016,9/30/2017,76,6,18,77,6,17,83,6,11,65,9,26,61,19,20,12,88,44,5,51,9,21,70,65,9,26,7,66,27,90,90,92,85,77,88,81,87,85,85,3,3,3,3,3,3,3,3,3,2,3,NO
390217,EXCELA HEALTH FRICK HOSPITAL,508 SOUTH CHURCH STREET,MOUNT PLEASANT,PA,15666,WESTMORELAND,7245471500,"508 SOUTH CHURCH STREET
MOUNT PLEASANT, PA
(40.146369, -79.548217)",462,32,10/1/2016,9/30/2017,75,6,19,84,2,14,85,3,12,73,5,22,68,15,17,9,91,42,4,54,8,19,73,52,12,36,5,71,24,89,94,94,89,82,91,83,89,78,88,3,4,4,4,4,4,4,3,2,3,4,YES
390184,HIGHLANDS HOSPITAL,401 EAST MURPHY AVENUE,CONNELLSVILLE,PA,15425,FAYETTE,7246281500,"401 EAST MURPHY AVENUE
CONNELLSVILLE, PA
(40.023373, -79.586216)",170,25,10/1/2016,9/30/2017,76,6,18,83,4,13,88,4,8,70,7,23,76,13,11,10,90,43,4,53,7,29,64,58,8,34,7,64,29,89,93,94,87,85,90,82,87,82,84,3,4,4,4,4,4,3,3,3,2,4,YES
140158,MERCY HOSPITAL AND MEDICAL CENTER,2525 S MICHIGAN AVE,CHICAGO,IL,60616,COOK,3125672000,"2525 S MICHIGAN AVE
CHICAGO, IL
(41.847053, -87.623583)",825,14,10/1/2016,9/30/2017,60,17,23,73,9,18,75,8,17,54,19,27,56,24,20,19,81,48,9,43,14,28,58,58,13,29,8,56,36,80,88,88,77,72,81,77,83,81,81,1,2,2,1,2,2,2,2,3,2,2,NO
390201,LEHIGH VALLEY HOSPITAL - POCONO,206 EAST BROWN STREET,EAST STROUDSBURG,PA,18301,MONROE,5704214000,"206 EAST BROWN STREET
EAST STROUDSBURG, PA
(40.992284, -75.174327)",418,24,10/1/2016,9/30/2017,77,6,17,84,2,14,79,6,15,72,7,21,70,14,16,13,87,44,6,50,8,22,70,53,12,35,6,68,26,90,94,91,88,83,87,81,89,80,87,3,4,3,4,4,3,3,3,2,3,3,YES
520195,COLUMBIA CENTER,13125 N PORT WASHINGTON RD,MEQUON,WI,53097,OZAUKEE,2622437408,"13125 N PORT WASHINGTON RD
MEQUON, WI
(43.256306, -87.924152)",180,37,10/1/2016,9/30/2017,74,5,21,88,2,10,86,4,10,74,7,19,69,15,16,10,90,37,3,60,3,3,94,71,6,23,2,91,7,90,95,94,89,82,90,85,95,88,96,3,5,4,4,4,4,4,5,4,5,4,YES
390220,JENNERSVILLE HOSPITAL,1015 WEST BALTIMORE PIKE,WEST GROVE,PA,19390,CHESTER,6108691000,"1015 WEST BALTIMORE PIKE
WEST GROVE, PA
(39.822744, -75.887918)",359,25,10/1/2016,9/30/2017,74,8,18,81,5,14,76,8,16,70,8,22,63,17,20,13,87,45,6,49,7,23,70,58,11,31,7,63,30,88,92,89,87,78,87,81,88,81,85,3,4,2,4,3,3,3,3,3,2,3,YES
520070,MAYO CLINIC HEALTH SYSTEM IN EAU CLAIRE,1221 WHIPPLE ST,EAU CLAIRE,WI,54703,EAU CLAIRE,7158383311,"1221 WHIPPLE ST
EAU CLAIRE, WI
(44.812055, -91.51354)",421,33,10/1/2016,9/30/2017,77,5,18,84,2,14,82,3,15,72,4,24,70,13,17,9,91,36,3,61,4,14,82,64,6,30,2,87,11,90,94,93,89,84,91,86,92,85,95,3,4,4,4,4,4,4,4,3,5,4,YES
390199,PUNXSUTAWNEY AREA HOSPITAL,81 HILLCREST DRIVE,PUNXSUTAWNEY,PA,15767,JEFFERSON,8149381800,"81 HILLCREST DRIVE
PUNXSUTAWNEY, PA
(40.960153, -79.000359)",443,41,10/1/2016,9/30/2017,70,9,21,81,4,15,84,2,14,70,8,22,66,17,17,8,92,41,4,55,7,21,72,57,9,34,4,68,28,86,92,94,87,80,92,83,89,82,87,3,4,4,4,3,5,4,3,3,3,4,YES
150015,FRANCISCAN HEALTH MICHIGAN CITY,301 W HOMER ST,MICHIGAN CITY,IN,46360,LA PORTE,2198798511,"301 W HOMER ST
MICHIGAN CITY, IN
(41.706374, -86.899847)",789,20,10/1/2016,9/30/2017,68,10,22,78,4,18,81,3,16,68,8,24,59,21,20,11,89,45,5,50,9,22,69,49,14,37,6,63,31,85,91,92,86,75,89,81,87,77,85,2,3,3,3,2,4,3,3,2,2,3,NO
520048,ASCENSION NE WISCONSIN MERCY HOSPITAL,500 S OAKWOOD RD,OSHKOSH,WI,54904,WINNEBAGO,9202232000,"500 S OAKWOOD RD
OSHKOSH, WI
(44.013049, -88.603055)",859,43,10/1/2016,9/30/2017,73,6,21,81,4,15,84,2,14,72,5,23,69,12,19,9,91,38,3,59,6,18,76,58,10,32,3,74,23,88,92,94,89,84,91,85,90,82,90,3,4,4,4,4,4,4,4,3,4,4,YES
520044,ST NICHOLAS HOSPITAL,3100 SUPERIOR AVE,SHEBOYGAN,WI,53081,SHEBOYGAN,9204598300,"3100 SUPERIOR AVE
SHEBOYGAN, WI
(43.761118, -87.747143)",610,35,10/1/2016,9/30/2017,76,7,17,83,2,15,82,3,15,67,6,27,66,15,19,11,89,41,4,55,4,20,76,60,7,33,2,77,21,89,94,93,87,81,89,83,90,84,91,3,4,4,4,4,4,4,4,3,4,4,YES
150101,PARKVIEW WHITLEY HOSPITAL,1260 E SR 205,COLUMBIA CITY,IN,46725,WHITLEY,2602489301,"1260 E SR 205
COLUMBIA CITY, IN
(41.160261, -85.466571)",366,35,10/1/2016,9/30/2017,82,4,14,83,2,15,79,4,17,75,4,21,67,15,18,9,91,39,3,58,4,17,79,63,6,31,2,78,20,92,94,91,90,81,91,85,92,85,92,4,4,3,4,4,4,4,4,3,4,4,YES
390223,PENN PRESBYTERIAN MEDICAL CENTER,51 NORTH 39TH STREET,PHILADELPHIA,PA,19104,PHILADELPHIA,2156628000,"51 NORTH 39TH STREET
PHILADELPHIA, PA
(39.957103, -75.199575)",532,23,10/1/2016,9/30/2017,67,10,23,83,3,14,84,4,12,66,10,24,67,18,15,11,89,39,4,57,6,19,75,54,13,33,4,79,17,85,93,93,85,80,89,84,90,79,91,2,4,4,3,3,4,4,4,2,4,4,YES
390233,HANOVER HOSPITAL,300 HIGHLAND AVE,HANOVER,PA,17331,YORK,7176373711,"300 HIGHLAND AVE
HANOVER, PA
(39.807981, -76.983731)",341,33,10/1/2016,9/30/2017,86,2,12,82,3,15,79,3,18,66,6,28,68,15,17,8,92,46,4,50,7,21,72,56,7,37,3,66,31,95,93,92,86,82,92,82,89,83,87,5,4,3,3,4,5,3,3,3,3,4,YES
390231,ABINGTON MEMORIAL HOSPITAL,1200 OLD YORK ROAD,ABINGTON,PA,19001,MONTGOMERY,2154812000,"1200 OLD YORK ROAD
ABINGTON, PA
(40.118945, -75.119382)",547,26,10/1/2016,9/30/2017,70,8,22,82,3,15,79,5,16,67,8,25,62,19,19,16,84,43,5,52,7,19,74,53,14,33,4,74,22,86,93,91,86,77,84,82,89,79,90,3,4,3,3,3,2,3,3,2,4,3,YES
390222,RIDDLE MEMORIAL HOSPITAL,1068 WEST BALTIMORE PIKE,MEDIA,PA,19063,DELAWARE,6105669400,"1068 WEST BALTIMORE PIKE
MEDIA, PA
(39.914319, -75.429889)",1241,31,10/1/2016,9/30/2017,73,7,20,85,2,13,82,3,15,72,6,22,66,16,18,12,88,41,5,54,6,21,73,55,12,33,4,75,21,88,94,93,88,80,88,82,90,80,90,3,4,4,4,3,3,3,4,2,4,3,YES
390270,GEISINGER WYOMING VALLEY MEDICAL CENTER,1000 EAST MOUNTAIN BOULEVARD,WILKES BARRE,PA,18711,LUZERNE,5708267300,"1000 EAST MOUNTAIN BOULEVARD
WILKES BARRE, PA
(41.256997, -75.811717)",2175,28,10/1/2016,9/30/2017,70,10,20,80,4,16,78,5,17,66,9,25,62,20,18,11,89,44,5,51,9,19,72,48,17,35,5,73,22,86,92,91,85,77,89,81,89,75,89,3,4,3,3,3,4,3,3,1,3,3,YES
390226,PENNSYLVANIA HOSPITAL,800 SPRUCE STREET,PHILADELPHIA,PA,19107,PHILADELPHIA,2158293000,"800 SPRUCE STREET
PHILADELPHIA, PA
(39.945872, -75.155881)",461,23,10/1/2016,9/30/2017,71,6,23,78,5,17,81,5,14,60,13,27,63,18,19,12,88,43,3,54,7,22,71,62,11,27,4,76,20,88,91,92,82,78,88,83,89,83,90,3,3,3,2,3,3,4,3,3,4,3,YES
390237,REGIONAL HOSPITAL OF SCRANTON,746 JEFFERSON AVENUE,SCRANTON,PA,18501,LACKAWANNA,5703487100,"746 JEFFERSON AVENUE
SCRANTON, PA
(41.412827, -75.654071)",646,33,10/1/2016,9/30/2017,64,12,24,76,6,18,80,4,16,64,12,24,58,21,21,11,89,45,5,50,10,26,64,53,14,33,8,67,25,83,89,92,83,75,89,81,87,78,86,2,2,3,2,2,4,3,3,2,3,3,NO
390266,GROVE CITY MEDICAL CENTER,631 NORTH BROAD STREET EXT.,GROVE CITY,PA,16127,MERCER,7244507000,"631 NORTH BROAD STREET EXT.
GROVE CITY, PA
(41.170709, -80.083156)",282,34,10/1/2016,9/30/2017,81,4,15,79,3,18,78,6,16,70,5,25,68,13,19,8,92,40,5,55,6,22,72,54,8,38,4,67,29,92,92,90,88,83,92,83,89,82,87,4,4,3,4,4,5,4,3,3,3,4,YES
390225,WELLSPAN EPHRATA COMMUNITY HOSPITAL,169 MARTIN AVENUE,EPHRATA,PA,17522,LANCASTER,7177330311,"169 MARTIN AVENUE
EPHRATA, PA
(40.186866, -76.184268)",783,33,10/1/2016,9/30/2017,67,7,26,77,3,20,76,5,19,63,6,31,57,22,21,9,91,48,4,48,9,30,61,45,17,38,5,61,34,86,91,90,85,74,91,80,86,75,85,3,3,3,3,2,4,3,2,1,2,3,YES
390256,MILTON S HERSHEY MEDICAL CENTER,500 UNIVERSITY DRIVE,HERSHEY,PA,17033,DAUPHIN,7175318521,"500 UNIVERSITY DRIVE
HERSHEY, PA
(40.265932, -76.674557)",605,29,10/1/2016,9/30/2017,68,9,23,80,3,17,80,4,16,65,7,28,63,18,19,11,89,43,4,53,6,19,75,47,18,35,4,78,18,86,92,92,86,79,89,82,90,75,91,3,4,3,3,3,4,3,4,1,4,3,YES
140184,HEARTLAND REGIONAL MEDICAL CENTER,3333 W DE YOUNG,MARION,IL,62959,WILLIAMSON,6189987000,"3333 W DE YOUNG
MARION, IL
(37.744891, -88.988848)",543,28,10/1/2016,9/30/2017,74,10,16,79,5,16,78,7,15,72,6,22,65,18,17,13,87,41,7,52,10,19,71,62,10,28,7,64,29,87,91,89,88,79,87,81,88,84,85,3,3,2,4,3,3,3,3,3,2,3,NO
390228,ST CLAIR HOSPITAL,1000 BOWER HILL ROAD,PITTSBURGH,PA,15243,ALLEGHENY,4129424000,"1000 BOWER HILL ROAD
PITTSBURGH, PA
(40.376775, -80.066966)",612,38,10/1/2016,9/30/2017,74,8,18,85,2,13,85,3,12,77,5,18,66,18,16,12,88,40,3,57,4,13,83,48,16,36,2,84,14,88,94,94,90,79,88,84,93,76,93,3,4,4,4,3,3,4,5,1,4,4,YES
390236,GUTHRIE TOWANDA MEMORIAL HOSPITAL,91 HOSPITAL DRIVE,TOWANDA,PA,18848,BRADFORD,5702652191,"91 HOSPITAL DRIVE
TOWANDA, PA
(41.783796, -76.448602)",92,29,10/1/2016,9/30/2017,89,1,10,82,1,17,82,2,16,80,4,16,69,10,21,6,94,40,3,57,5,20,75,63,6,31,2,71,27,87,91,91,85,79,87,81,88,82,88,3,3,3,3,3,3,3,3,3,3,3,YES
390267,FORBES HOSPITAL,2570 HAYMAKER ROAD,MONROEVILLE,PA,15146,ALLEGHENY,4128582000,"2570 HAYMAKER ROAD
MONROEVILLE, PA
(40.428425, -79.751254)",421,28,10/1/2016,9/30/2017,59,16,25,75,4,21,78,4,18,61,14,25,57,25,18,15,85,44,8,48,9,20,71,45,17,38,6,66,28,80,90,91,82,73,85,79,87,75,86,1,3,3,2,2,3,2,3,1,3,2,NO
390278,EAGLEVILLE HOSPITAL,100 EAGLEVILLE RD,EAGLEVILLE,PA,19408,MONTGOMERY,2155396000,"100 EAGLEVILLE RD
EAGLEVILLE, PA
(40.15588, -75.41192)",716,26,10/1/2016,9/30/2017,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,87,91,91,85,79,87,81,88,82,88,3,3,3,3,3,3,3,3,3,3,3,NO
140185,MEMORIAL HOSPITAL,4500 MEMORIAL DRIVE,BELLEVILLE,IL,62226,SAINT CLAIR,6182337750,"4500 MEMORIAL DRIVE
BELLEVILLE, IL
(38.550533, -90.021168)",1981,36,10/1/2016,9/30/2017,75,8,17,83,4,13,83,3,14,71,8,21,67,16,17,10,90,42,4,54,6,19,75,64,9,27,3,76,21,89,93,93,87,81,90,83,90,84,91,3,4,4,4,4,4,4,4,3,4,4,YES
390263,LEHIGH VALLEY HOSPITAL - MUHLENBERG,2545 SCHOENERSVILLE ROAD,BETHLEHEM,PA,18017,LEHIGH,6104022273,"2545 SCHOENERSVILLE ROAD
BETHLEHEM, PA
(40.646372, -75.406927)",966,28,10/1/2016,9/30/2017,74,6,20,80,3,17,78,5,17,61,9,30,61,20,19,12,88,41,4,55,6,17,77,56,12,32,4,78,18,89,92,91,83,78,88,83,90,81,91,3,4,3,2,3,3,4,4,3,4,3,YES
390290,HAHNEMANN UNIVERSITY HOSPITAL,230 NORTH BROAD STREET,PHILADELPHIA,PA,19102,PHILADELPHIA,2157627000,"230 NORTH BROAD STREET
PHILADELPHIA, PA
(39.957334, -75.162597)",760,19,10/1/2016,9/30/2017,66,15,19,76,7,17,77,7,16,60,13,27,65,17,18,13,87,48,8,44,11,23,66,59,15,26,9,67,24,83,90,90,82,79,87,78,87,81,85,2,3,3,2,3,3,2,3,3,2,3,NO
390265,JEFFERSON HOSPITAL,565 COAL VALLEY ROAD,JEFFERSON HILLS,PA,15025,ALLEGHENY,4124695000,"565 COAL VALLEY ROAD
JEFFERSON HILLS, PA
(40.319963, -79.933468)",352,36,10/1/2016,9/30/2017,69,9,22,80,4,16,80,3,17,62,10,28,64,17,19,13,87,44,5,51,7,19,74,52,11,37,4,74,22,85,92,92,84,80,87,81,89,80,90,2,4,3,3,3,3,3,3,2,4,3,YES
140187,HSHS ST ELIZABETH'S HOSPITAL,ONE ST ELIZABETH BOULEVARD,O FALLON,IL,62269,SAINT CLAIR,6182342120,"ONE ST ELIZABETH BOULEVARD
O FALLON, IL",1579,27,10/1/2016,9/30/2017,66,11,23,81,3,16,80,3,17,64,9,27,65,17,18,11,89,43,4,53,8,23,69,58,9,33,5,68,27,84,93,92,85,80,89,83,88,83,87,2,4,3,3,3,4,4,3,3,3,3,YES
140191,INGALLS MEMORIAL HOSPITAL,ONE INGALLS DRIVE,HARVEY,IL,60426,COOK,7083332300,"ONE INGALLS DRIVE
HARVEY, IL",751,29,10/1/2016,9/30/2017,67,14,19,77,7,16,78,6,16,59,19,22,63,23,14,15,85,45,7,48,10,24,66,56,15,29,7,65,28,84,90,90,79,76,85,80,86,79,85,2,3,3,2,2,3,3,2,2,2,3,NO
140209,METHODIST MEDICAL CENTER OF ILLINOIS,221 N E GLEN OAK AVE,PEORIA,IL,61636,PEORIA,3096725522,"221 N E GLEN OAK AVE
PEORIA, IL
(40.700312, -89.594358)",899,25,10/1/2016,9/30/2017,75,7,18,82,3,15,79,5,16,65,8,27,62,19,19,12,88,44,4,52,6,19,75,57,10,33,3,75,22,89,93,91,86,78,88,82,90,82,90,3,4,3,3,3,3,3,4,3,4,3,YES
520091,HOWARD YOUNG MEDICAL CTR,240 MAPLE ST,WOODRUFF,WI,54568,ONEIDA,7153568000,"240 MAPLE ST
WOODRUFF, WI
(45.89437, -89.701837)",623,38,10/1/2016,9/30/2017,69,9,22,83,3,14,82,4,14,70,7,23,69,14,17,9,91,41,4,55,6,19,75,52,13,35,4,73,23,86,93,93,88,83,91,83,89,79,89,3,4,4,4,4,4,4,3,2,3,4,YES
140200,ELMHURST MEMORIAL HOSPITAL,155 EAST BRUSH HILL ROAD,ELMHURST,IL,60126,DUPAGE,3312210130,"155 EAST BRUSH HILL ROAD
ELMHURST, IL
(41.861684, -87.934295)",875,27,10/1/2016,9/30/2017,71,8,21,81,3,16,81,5,14,63,10,27,61,20,19,13,87,45,5,50,5,17,78,65,6,29,3,79,18,87,92,92,84,77,87,81,91,86,91,3,4,3,3,3,3,3,4,4,4,3,YES
